original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxisLength,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MeshVolume,original_shape_MinorAxisLength,original_shape_Sphericity,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_VoxelVolume,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_JointAverage,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_Imc1,original_glcm_Imc2,original_glcm_Idm,original_glcm_Idmn,original_glcm_Id,original_glcm_Idn,original_glcm_InverseVariance,original_glcm_MaximumProbability,original_glcm_SumEntropy,original_glcm_SumSquares,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis
0.861086206,0.702650218,40.56075177,57.72538134,57.55866572,63.89053138,59.13543777,65.32227798,31564.70833,49.70652963,0.260631708,18532.104,0.587114691,31485,868.2995117,1470.885913,44241737113,5.270261081,324.7276611,2.947779549,2010.79248,189.4897064,1161.825538,1154.53479,224.6679535,1786.124527,134.6021222,1185.398127,0.148320453,44241737113,0.029923461,55330.13783,1656.623202,40.1207077,205984.1642,744.9529218,263.3680235,75.57832379,0.554326305,6.50937964,4.177274297,32.6134105,0.001274398,10.11444443,-0.069701532,0.705837208,0.163012783,0.986564835,0.251059409,0.922562936,0.168418136,0.003322301,6.053650767,84.73658683,891.2241043,0.029759302,89.48816015,1603.90928,1.163543625,1878.057172,0.000994001,0.000876534,5.566442643,27242.59984,0.90951993,0.951170887,0.05790046,0.963939831,1543.344722,0.00085055,469.1592315,0.028169272,100.329684,1551.790994,12.16025218,20480.17052,0.008346764,0.000990094,7842.486761,0.470878821,0.713590054,1077.131655,0.000767695,7.018213504,0.528982055,8.586551937,7.412497265,8307.200032,0.263846277,1.987272362,942.140162,88.56717112,1607.524027,7.138161029,11942.43246,0.005181169,0.000868845,0.455283068,698.933389,0.000464744
0.624455029,0.50817694,37.81825912,74.41947113,65.4599114,60.14149982,60.08327554,72.53275122,19228.33333,46.471613,0.170653059,20339.07236,1.057765746,19677,61.72115021,91.14954529,115665850.2,1.305125661,13.39131165,9.229961599,168.1129913,10.02024179,75.26634073,72.37126923,37.61568832,130.497303,5.774704786,76.66958887,2.016019981,115665850.2,0.474658619,213.2038112,6.975013631,2.581133394,16.87403553,3.197122784,1.691921637,0.441215133,0.587704664,0.38202091,1.065601859,0.290824418,0.239429989,2.568609722,-0.196606965,0.639529167,0.814902797,0.988357035,0.818311989,0.946456546,0.335313348,0.385840496,2.103170478,0.533284193,5173.071249,0.469042932,0.503132117,6.66007806,5.090084541,32.86038396,0.983411256,0.195761692,3.096242853,4590.500848,0.406844545,0.56208928,1.75017433,0.650741002,4.35739744,0.129337967,57.47619048,0.304106828,1.025447216,6.846560847,901610.4603,4711204.249,195234.9265,0.307476484,45.56084656,0.24106268,0.504025005,2.980700366,0.184623798,4.624473725,0.009605123,890771.3369,5.663248244,1031.129796,0.052402795,27.88880847,9339.857651,0.457876703,6.577069675,181.2938456,1144.133303,35.03615469,0.193942039,0.019102311,0.121827555,0.00473251
0.758114329,0.683613138,36.61000322,53.5536858,55,61.81423784,63.3245608,63.5688603,42485.29167,40.59981657,0.330673342,17806.4499,0.41912034,42366,649.6855164,1247.562622,39599863427,5.22361598,326.6447144,2.673692883,1742.950806,186.3021635,939.2908624,927.3050537,88.58003998,1654.370766,134.156479,966.8032755,0.245041619,39599863427,0.030272025,52441.24932,1354.385039,36.04205651,203703.2316,1117.080248,273.4849692,52.08890769,0.680631872,5.460922317,3.916992662,21.60375473,0.001428658,9.888193397,-0.100444446,0.788918311,0.182121435,0.988895157,0.272998234,0.928269071,0.18761016,0.003421134,6.075721336,81.39346923,1204.371357,0.030199472,84.39384672,1310.210063,1.199294307,1583.691003,0.001253306,0.001066946,5.563671132,35572.40675,0.891750034,0.941331765,0.070247065,0.956395649,1250.221821,0.001026119,555.4058967,0.029346185,90.51212446,1255.01062,16.2475959,21586.52288,0.015167394,0.001193762,7726.122266,0.408227954,0.66364125,809.382537,0.000852649,7.222128741,0.446726148,11.2366784,7.539684401,9721.667752,0.229468625,2.083185168,1282.504603,83.98126166,1313.936458,8.460699618,11614.13681,0.007939115,0.001059241,0.380851287,474.4483523,0.000463776
0.730736924,0.558908474,15.22779707,27.24560064,30.52867504,24.20743687,26.41968963,31.78049716,4462.833333,19.90936642,0.524637735,2498.609455,0.559870663,4467,1220.45874,1635.796899,9216052394,4.728226826,224.3288574,2.829596653,1929.506592,129.7299786,1427.260144,1427.48291,826.8180542,1102.688538,91.89047568,1436.363932,-0.113173574,9216052394,0.043380432,26069.82901,669.0156057,25.53001269,37913.1878,-130.2803016,111.1837931,42.27429253,0.449471848,4.950154616,3.76169834,16.93994542,0.002686287,8.976948257,-0.075732427,0.689224261,0.196629197,0.980587381,0.288059796,0.906772209,0.20055071,0.007121341,5.418568365,38.3645214,179.9934561,0.042941737,42.53210247,643.8848686,1.210337326,789.0330092,0.002897182,0.002517234,5.07750333,3717.095169,0.886498948,0.938351329,0.07396098,0.954104047,611.9539281,0.002434609,74.0661803,0.038596238,51.80475653,589.3486191,17.01354872,11846.98958,0.030007642,0.003306966,786.5310057,0.409865037,0.664943726,369.5490992,0.002586087,6.693159054,0.429594806,11.59501282,6.980399086,980.707186,0.219544926,2.209868664,193.7803895,41.83252766,646.8912021,8.984777255,6160.832998,0.016604043,0.002473116,0.369232847,215.069984,0.001276319
0.862838341,0.668299919,36.28715992,54.29771704,54.12947441,59.07622195,58.69412236,59.61543424,36665.08333,46.85015207,0.246960189,21611.86735,0.589440017,36577,596.0459351,1020.25647,24853484122,4.729321386,233.3260498,2.74436812,1492.906006,132.4054877,808.1004642,805.6812744,315.4385071,1177.467499,95.67371039,824.3081592,0.2325399,24853484122,0.042561756,26457.58109,492.3322481,21.67265127,46974.76872,263.7936148,125.7947922,35.30302446,0.561952298,4.532676687,3.661816339,14.44055927,0.002531593,9.066293339,-0.070762072,0.677913622,0.209985515,0.985490628,0.301623733,0.918233349,0.215484713,0.005872275,5.5218409,40.27445416,1448.914972,0.042363543,42.80786105,474.5328733,1.223472467,585.6593054,0.004069376,0.003416225,5.100174648,30147.75781,0.881234192,0.935076898,0.079281093,0.951830999,450.4213939,0.003275525,600.6104753,0.040434258,48.56562787,452.033459,27.42123334,13501.78874,0.072964021,0.003935246,5814.277501,0.391428403,0.649731967,283.8978955,0.002750173,6.852803651,0.406102195,21.35765036,7.136270169,7816.285945,0.213694014,2.376724813,1556.781338,42.41296749,476.1140607,9.602072341,4803.230445,0.027724985,0.003384049,0.349669186,156.6567167,0.001389766
0.860791662,0.728738424,40.32948206,55.34150624,57.62811814,67.67569726,61.98386887,69.69935437,61042.25,47.63750712,0.348298431,21525.48581,0.352632575,60991,1166.655884,1866.919434,1.50155E+11,5.427422739,343.6439209,2.918104537,2429.436768,211.9684421,1546.152572,1578.93396,220.8583527,2208.578415,145.7014598,1569.053209,-0.340235158,1.50155E+11,0.027641038,71340.19541,3159.536114,55.62574228,340737.2426,-1275.102188,331.1725902,69.95761254,0.651108356,5.977594784,4.081148225,33.69300236,0.001523087,10.11451202,-0.104820702,0.810280203,0.192560056,0.991702178,0.278696033,0.940915242,0.197880699,0.005008206,6.207921326,100.2825507,1549.826923,0.027184572,116.0731321,3040.275688,1.225285868,3822.672399,0.00048758,0.000415975,5.800545647,50243.64947,0.881104781,0.934736903,0.080310013,0.951751923,2873.984517,0.000400443,656.2881766,0.024068072,130.7438303,2695.849824,72.9067405,257136.4296,0.021458499,0.000503492,13372.23595,0.490400321,0.728076597,1880.758962,0.000395207,7.19714589,0.447082356,67.90380461,7.801984565,12842.28648,0.210560353,3.159492075,1685.854552,114.2698925,3067.779197,10.43244085,36503.38642,0.003302051,0.000409679,0.399288377,1076.028367,0.000203502
0.74897647,0.62045505,26.53631215,42.76911297,48.37354649,48.54894438,47.80167361,50.04997502,21217.75,32.03305925,0.478546989,7745.07727,0.365028208,21250,459.1362488,867.906012,10008065291,4.622472618,175.9556732,3.135698711,1181.598022,117.0365039,669.0414576,671.3726807,124.8854141,1056.712608,76.50509971,686.270922,-0.057352937,10008065291,0.049817538,23351.30638,601.0147907,24.01127502,44485.52742,176.544198,114.6054787,16.7639563,0.743691892,2.940002188,3.125204299,7.970293352,0.005237078,8.346844747,-0.156454027,0.861253366,0.319226917,0.991694606,0.398763602,0.940526427,0.315847171,0.015973124,5.423701456,32.84235875,900.1264636,0.048189917,38.50353308,571.019005,1.474712739,870.9847935,0.003603812,0.002670962,5.233035822,14839.17814,0.79384354,0.878975566,0.178270835,0.911271531,514.7823542,0.002494166,207.8533225,0.042109668,43.70210707,448.6280389,1573.179092,899912.9267,2.863580611,0.004033292,1980.65316,0.401266848,0.657942711,279.6384172,0.002870443,6.682542185,0.232282353,1554.64516,7.650074115,2690.052518,0.126590707,7.020474561,1058.622682,37.41309156,578.5216941,24.21505882,15405.13958,0.046077819,0.002586736,0.221730234,104.0438419,0.000847345
0.968441391,0.56199198,33.64240706,59.86278851,67.95586803,90.73588044,61.85466838,91.98369421,18208,57.97360217,0.1856716,18026.58556,0.990036553,18354,657.1804993,1059.436194,13808661513,4.736060526,215.613678,3.437817056,1643.410645,128.0493123,852.1054336,847.590332,0,1643.410645,88.73326474,867.3820458,0.108559103,13808661513,0.044489122,26267.94356,1277.746222,35.53988371,38205.61683,215.6372217,105.3567018,46.84648538,0.383547454,5.158141732,3.844711948,19.8284376,0.002602422,9.103464689,-0.04813968,0.580436445,0.190818546,0.989713011,0.281991442,0.930927583,0.196730966,0.006279105,5.38817583,38.05079679,768.9119173,0.044080801,42.85826848,1235.651669,1.166316435,1449.275938,0.001206772,0.001065379,5.038481323,15841.30689,0.907960591,0.950373425,0.058713338,0.9632734,1188.317553,0.001034181,380.6847362,0.039609274,52.61468544,1195.541463,11.57070024,14513.95079,0.010123696,0.001235246,4610.223182,0.479681946,0.720208303,838.2213323,0.000986511,6.521081381,0.523646072,7.9237965,6.85998198,4732.394355,0.257839945,1.908975147,816.5533399,42.13749706,1238.176474,7.154407759,9144.634902,0.006251355,0.001054658,0.45345137,536.6061497,0.000583098
0.897449987,0.769017021,38.76887857,50.41355067,60.08327554,63.0634601,64.51356447,67.15653356,42962.45833,45.24364037,0.270309256,21945.69248,0.510810911,43379,416.49375,582.218042,10792830693,3.436326544,86.99926758,4.184285603,907.8953247,52.60765856,494.2290475,487.8413086,0,907.8953247,36.17969383,498.8016875,0.62542282,10792830693,0.11052007,4540.772084,429.8838962,20.60875891,2488.677246,86.82375738,24.61725364,3.968038804,0.722744243,1.470547746,2.22505824,1.767414498,0.019356014,6.270982141,-0.163932237,0.809674438,0.475971693,0.997141018,0.530092489,0.962893235,0.443963188,0.040380169,4.298638417,7.146323112,3748.007703,0.10742929,7.787317437,417.3407832,1.889656715,791.6596246,0.004831192,0.002609304,4.350445233,23846.08189,0.681983631,0.804176782,0.335831296,0.852099963,354.8823995,0.00223966,276.4699471,0.086100887,15.9853827,381.9729056,42931.03114,16908887.3,111.4369081,0.003386455,1146.937091,0.35719,0.62080597,225.8422101,0.002312067,6.123161625,0.074021992,42748.52459,6.936743026,4072.282233,0.093876812,9.893325905,4794.250098,7.358394541,418.1459462,46.99852463,19760.30312,0.117085515,0.00258745,0.093482663,36.46108176,0.000295687
0.630886652,0.554793307,32.58555033,58.73457723,48.05205511,54.12023651,59.16924877,60.94259594,17602.29167,37.05486081,0.291165246,11238.90664,0.638491104,17816,999.9376221,1898.859924,38178743300,5.799175603,534.9325562,3.317475148,3007.337158,296.4194359,1418.338723,1367.703186,328.1685486,2679.16861,217.8499135,1463.880792,0.667255156,38178743300,0.02067663,131262.2406,2312.520013,46.74584354,1623662.466,11372.69134,672.5592047,163.4133001,0.610487085,9.720900025,4.712864513,66.82358299,0.000587063,11.128645,-0.089659522,0.795289443,0.111425045,0.986668413,0.192723143,0.921655871,0.115980024,0.001734137,6.657651802,208.9931262,356.5579236,0.020659334,210.4383312,2162.869962,1.100530042,2391.107202,0.00084293,0.000778239,5.99971633,16233.80286,0.940518598,0.96873165,0.034774044,0.976775068,2109.842343,0.000763339,239.2322117,0.020483964,214.2306533,2116.285384,3.95547564,8937.945458,0.00267379,0.000839859,6431.226732,0.550665873,0.770681951,1604.933292,0.000685903,7.129564088,0.655534351,1.628407549,7.502845159,6270.592838,0.351964124,0.955368191,368.3748316,210.1479438,2166.427537,4.242254154,9578.779805,0.002831485,0.000773986,0.57256829,1202.545695,0.000494098
