original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxisLength,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MeshVolume,original_shape_MinorAxisLength,original_shape_Sphericity,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_VoxelVolume,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_JointAverage,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_Imc1,original_glcm_Imc2,original_glcm_Idm,original_glcm_Idmn,original_glcm_Id,original_glcm_Idn,original_glcm_InverseVariance,original_glcm_MaximumProbability,original_glcm_SumEntropy,original_glcm_SumSquares,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis
0.739544928,0.68707795,30.9672023,45.07087196,57.42821606,47.85394446,57.70615219,58.29236657,26750.375,33.33193476,0.393637796,10988.55492,0.410781341,27189,429.6480957,784.3232544,9656138884,4.370639663,174.206665,4.09101614,1424.12854,110.2529105,579.0410363,544.0324707,99.35352325,1324.775017,74.15009112,595.9435647,1.03987322,9656138884,0.060166094,19860.21061,402.5504365,19.63553272,26076.96915,671.3945303,80.47427645,12.52991591,0.729373425,2.173460145,2.77172394,7.750327277,0.012031352,7.426320192,-0.213146956,0.90618102,0.451537598,0.995865421,0.506018392,0.963432417,0.390396994,0.037043182,5.087919375,23.25104809,1165.257096,0.054042412,34.95592854,490.4681009,2.055017734,841.3738564,0.00632091,0.002753776,5.321485688,14890.3821,0.689772769,0.792687654,0.456985528,0.856196112,440.5205459,0.002275349,244.1253788,0.046235867,39.03581267,757.032197,5082.015341,1552468.741,17.45089443,0.001914334,2568.812879,0.486517591,0.725211571,578.6726357,0.001380002,6.29318817,0.194196182,5055.498693,7.857939547,2106.124205,0.077462364,21.59090024,1635.855934,31.8536245,458.8720071,62.42454669,20061.93861,0.21491677,0.002880122,0.187446889,136.6178074,0.000382628
0.712808583,0.693696502,39.63260099,57.13247921,64.88451279,64.63745044,62.03224968,73.00684899,45237.125,40.72452155,0.280777375,21866.8057,0.483381862,45839,42.11546707,65.60153046,138032534.2,0.970648191,13.90709496,2.3933997,96.3759079,7.484714861,54.13901566,54.39030075,26.88937569,69.48653221,5.622831852,54.87482691,-0.011270262,138032534.2,0.540700187,80.21361101,2.754493714,1.608513555,0.956788931,-0.299320314,0.818382082,0.149811986,0.690733413,0.149600061,0.606410356,0.126839911,0.394720357,1.593991285,-0.382934846,0.724582583,0.925221162,0.985028583,0.92523529,0.962610581,0.149414627,0.529960446,1.443086177,0.242048517,7382.786484,0.583316441,0.220713166,3.263663558,27.96927996,74.28119826,16.41372128,0.451043122,3.943778952,2468.834139,0.191319754,0.276355203,14.00642913,0.426969034,1.483266648,0.178845371,99.11072664,0.342943691,0.591276445,4.844290657,3775242.37,12690700.07,1546385.745,0.404171473,103.0207612,0.356473222,0.62036175,3.283832515,0.21936414,3.846834863,0.006304675,3750084.459,5.146808859,3227.971051,0.070419753,40.75499394,24785.15589,0.234356731,2.980278802,433.3798948,1216.102598,237.7712828,0.509947861,0.009648711,0.040196768,0.003994807
0.878776703,0.533267528,35.22415445,66.05343967,65.7951366,65.2533524,68.8839604,70.80254233,33131.45833,58.04622391,0.210630649,23684.06586,0.714851294,34343,428.5927002,727.6668701,12104282093,4.373722217,147.2102356,5.723712278,1570.267944,97.0892272,578.9229537,579.4666748,0,1570.267944,62.04932071,593.6772451,0.061041064,12104282093,0.061143012,17300.88501,572.1998318,23.52872741,40856.63293,67.69153318,88.28697036,13.89946374,0.72722652,2.510096216,2.928541395,7.497515461,0.007307572,7.90613923,-0.167471044,0.866282052,0.367785471,0.996605902,0.439397213,0.963225117,0.35675281,0.018270028,5.218782015,25.54660853,1781.214486,0.059601017,29.08022214,592.2734902,1.521461162,881.1250816,0.006762436,0.004226345,5.035628831,23352.1151,0.780470689,0.870124692,0.197186493,0.904566473,539.124362,0.00382067,328.8124839,0.042405531,50.82305383,665.8489812,1123.082409,606525.1225,2.358794335,0.004410003,3234.934743,0.417195608,0.67183363,465.1210166,0.002874202,6.828596134,0.225781091,1103.465758,7.573495994,4033.251172,0.117440269,7.849172415,2099.834464,27.74419631,587.4690039,27.00518301,14874.12585,0.118797781,0.004260122,0.215994887,142.6276362,0.000890386
0.77052219,0.445620432,8.942992982,20.06863316,25.55386468,20,21.84032967,27.91057147,339.4583333,15.46332717,0.328058829,717.3372389,2.113181997,413,881.4593506,1308.601733,535813485.8,4.598870555,224.4768066,2.63107938,1528.903442,134.6862838,1127.003743,1162.721436,693.0350952,835.8683472,96.31667801,1139.021165,-0.535856664,535813485.8,0.049170717,27231.77939,283.1810071,16.11461976,44395.59558,-287.9462396,145.2972251,52.23273341,0.473679414,5.571169525,3.806119268,19.8653337,0.005020811,7.831128719,-0.324869635,0.974892762,0.168391912,0.962612262,0.261673945,0.872692653,0.174605018,0.014370817,5.306728383,49.38248963,19.74574972,0.049140378,43.22049892,391.216025,1.088513026,418.2170286,0.011342897,0.010211073,4.731774584,381.6703334,0.949530309,0.972993109,0.031673618,0.980279272,384.8531421,0.009959025,14.06338028,0.049518945,40.60904334,421.2711268,3.700704225,1141.285211,0.040927694,0.00969141,169.6971831,0.597525293,0.801191499,352.9981981,0.007407799,5.500097213,0.687651332,1.585932851,5.874971263,158.6707022,0.384190562,0.770866922,20.30750605,43.39869496,389.1065375,3.668280872,1208.46247,0.044874881,0.010280136,0.61317124,263.4850182,0.005695985
0.88066139,0.523184481,26.64441877,50.92738744,53.66563146,59.13543777,59.30430001,59.82474404,20175.66667,44.84978383,0.196177239,18269.25216,0.905509218,21122,372.8933472,611.5818115,5150323846,3.954487468,123.48069,5.982837615,1218.614624,77.18903811,483.3095633,468.6011047,198.4199219,1020.194702,51.7933592,493.7984811,1.145783521,5150323846,0.078609889,10248.806,147.9747939,11.84596694,9466.62962,250.2294039,39.23977776,8.681674409,0.634755988,2.088046214,2.694618147,4.275179382,0.012785295,7.009761488,-0.123626085,0.76531022,0.400821871,0.995211666,0.468092986,0.954596162,0.383242723,0.031894962,4.602655886,11.98036304,1380.500861,0.075578374,17.3316635,189.0850249,1.555909397,260.4761131,0.013419151,0.00796165,4.621929408,14177.41503,0.775372812,0.864668993,0.215138996,0.90192739,176.0129125,0.007015971,348.4875472,0.065752367,22.9022277,279.0954717,1520.449811,178998.1726,13.79188679,0.00589173,2424.971698,0.45754183,0.703333254,210.6342427,0.003948116,5.996110134,0.250923208,1504.567331,7.006939423,2387.390967,0.113028642,9.875920262,1660.398068,16.46315206,181.130054,30.29372219,3688.56969,0.306614043,0.008203742,0.236537054,64.12627641,0.001441663
0.834265078,0.606387583,38.13352137,62.88638235,57.31491952,66.21933252,63.3245608,69.37578828,10369.29167,52.46391267,0.143618919,16011.74007,1.544149841,11698,495.6929657,1083.135791,8349097182,5.110154914,268.6113739,3.01874025,1740.536499,170.223139,816.2688891,823.313385,241.137146,1499.399353,115.8107232,844.8195388,0.061770118,8349097182,0.034135564,47425.15385,498.4417739,21.32624059,132783.5293,-175.227626,228.4547629,54.14249309,0.617861238,5.172960465,3.89192005,27.07602679,0.002156016,9.466024709,-0.116205284,0.825553084,0.225150581,0.986448649,0.309155354,0.926966876,0.226842965,0.007950625,5.86937538,70.649314,376.5958375,0.033949678,75.94429496,670.0700937,1.175991141,749.906458,0.004260238,0.00337469,5.404437091,10045.67691,0.905405166,0.948248879,0.063396178,0.962124512,652.602313,0.003188848,223.6494244,0.033435405,74.40326729,789.4559725,20.31065929,8093.325609,0.123665591,0.002674312,3903.858723,0.583623669,0.791737033,669.9004824,0.001981151,6.378710195,0.571807147,17.25221311,7.184924428,3182.666097,0.272069251,3.0806438,399.3178321,75.95551122,659.014105,8.582150795,3934.358437,0.044385892,0.003457579,0.512944762,415.2183126,0.001359715
0.745087404,0.677576149,28.73961091,42.41532253,48.16637832,50.08991915,41.77319715,50.28916384,3704.541667,31.60312255,0.163565584,7078.618681,1.910794727,4414,282.1882904,511.7797821,667640051.2,3.801291993,109.8822098,4.050756273,810.4599609,72.48499016,377.4234002,354.6914978,65.08830261,745.3716583,47.21451253,388.915298,0.955358915,667640051.2,0.092959769,8806.685976,168.0259181,12.76033469,5332.542132,180.6810452,33.69349194,12.91920899,0.446176114,2.464539326,2.930591241,6.757656472,0.017007038,6.960073757,-0.097666532,0.706213895,0.392083227,0.987406454,0.458079374,0.931431802,0.355312154,0.055856402,4.432064263,11.65317523,349.6383281,0.087689135,14.76202579,204.8707975,1.378972625,259.8846196,0.009837859,0.00682528,4.314143989,3340.936946,0.837282443,0.902983514,0.149631409,0.931494501,194.6558358,0.006283153,120.0344828,0.068985335,18.01470835,256.8948276,158.0701149,21726.09598,1.19034195,0.006016174,856.4482759,0.492211653,0.729259943,199.397945,0.004339299,5.660982512,0.394200272,151.634854,6.475826852,728.1363842,0.164960667,8.312478379,410.3244223,14.19067133,199.2036701,20.71998188,2917.45469,0.167248322,0.006934144,0.353150896,91.14694151,0.002147665
0.600732753,0.438802953,24.14852734,55.03273657,58.87274412,53.82378656,55.80322571,73.45066371,26208.375,33.05996736,0.367582506,11607.96312,0.442910448,26912,190.1792557,596.8875244,3497867865,4.045060691,197.0467262,3.579490757,1358.748779,129.4832379,323.4823965,251.0804367,30.64908409,1328.099695,90.34090512,360.5194607,1.241180898,3497867865,0.09214996,25333.42072,143.0318077,11.05257723,44118.73696,1453.875279,94.55296912,11.12180328,0.787796998,1.934791112,2.637022614,7.316317107,0.031172979,6.67359975,-0.210167708,0.883141073,0.506084433,0.996328801,0.551879603,0.96743725,0.387525682,0.091279771,4.643277511,26.4186931,1355.006163,0.06766109,45.26184887,229.7314854,2.621698892,369.6124595,0.035370445,0.010218257,5.264479564,13089.57648,0.653287941,0.74318291,0.801767149,0.834622488,211.3674637,0.007904011,203.3856804,0.040226598,49.28510927,413.2901503,10533.54509,702789.4798,167.2530979,0.006617293,2391.323972,0.472967558,0.715114382,315.5403434,0.004604342,6.470733084,0.187871581,10505.21306,7.616450365,1776.613184,0.06601565,35.25730323,2479.939729,40.67334138,195.425758,94.19738407,7385.66082,1.498791339,0.011405952,0.17698314,70.44542807,0.001216429
0.710840858,0.460247817,38.21920862,83.04049949,63.70243323,80.09993758,80.15609771,86.30758947,63669.54167,59.02857991,0.206028581,37426.37817,0.587822327,64066,198.199791,422.8700409,6820631942,3.723216377,147.1522293,2.013497339,630.7077026,74.26987838,314.7369713,320.8136139,0,630.7077026,58.68228598,326.2860471,-0.010887319,6820631942,0.082063838,7403.223471,169.2330806,12.60584525,3776.640086,39.66949435,44.19660951,2.903284292,0.87686576,1.224367117,2.045047345,1.381534552,0.016765549,6.356501535,-0.282670276,0.933155631,0.535183638,0.995790682,0.577354094,0.956736617,0.465836239,0.042986194,4.634139395,11.77497345,4026.867935,0.082010897,11.64784835,190.4699318,2.204375924,375.6216604,0.017886703,0.007147594,4.724946539,31562.58407,0.640891971,0.766511218,0.491165703,0.827881273,161.8687217,0.005728365,439.7334924,0.08745694,11.77756556,242.6688544,31529.2327,5128578.685,264.1613695,0.006114722,1709.993238,0.34009412,0.60464986,152.0809434,0.003663384,6.140451717,0.078481566,31366.87807,7.476592006,4748.400368,0.074117322,16.69221883,5257.501826,11.92207605,183.2595761,66.68713514,9782.373708,0.621062549,0.007485767,0.089971473,20.71396016,0.00055709
0.802208711,0.719277128,39.91914467,55.49897681,68.01470429,58.69412236,62.42595614,70.22107946,56892.83333,44.52176267,0.362398329,19739.5075,0.346959473,57655,626.5349976,1031.138525,44027462546,4.558853412,191.0568848,3.225549996,1836.409668,119.4127306,860.6144471,881.6832886,153.0965576,1683.31311,82.14963499,873.8629769,-0.263921616,44027462546,0.050567145,22979.27592,863.2835235,28.8855597,50253.0601,-717.5234626,128.5155742,12.88684689,0.817399295,2.573904037,2.942412227,6.151616292,0.005330815,8.167929765,-0.189371981,0.898899661,0.342095644,0.997260393,0.419551873,0.964662805,0.340097069,0.01315039,5.417718096,35.35060528,2505.250841,0.049995027,36.86893468,876.6396276,1.513715348,1313.592155,0.002192246,0.001431131,5.207415571,38854.9639,0.774715554,0.869146048,0.187770839,0.901954972,792.8288836,0.001287819,430.3994097,0.040978712,48.77167147,937.5131867,3280.586594,3055229.357,4.21349392,0.001473091,3911.431115,0.372410846,0.634205663,617.5705255,0.000955069,7.044576662,0.182169803,3250.453258,7.689183915,7004.808551,0.121495248,6.418529533,2915.448738,36.84307181,873.4827682,25.79791865,21834.65814,0.038991444,0.001436494,0.182046793,170.0472629,0.000266651
